2021-01-01 16:59:04.593964,495.354ms,4.5597zl
2021-01-01 16:59:20.091064,282.911ms,4.5597zl
2021-01-01 16:59:35.375891,284.26ms,4.5597zl
2021-01-01 16:59:50.660973,291.001ms,4.5597zl
2021-01-01 17:00:05.953470,687.659ms,4.5597zl
2021-01-01 17:00:22.642921,303.12ms,4.5597zl
2021-01-01 17:00:37.946821,354.604ms,4.5597zl
2021-01-01 17:00:53.302978,602.994ms,4.5597zl
2021-01-01 17:01:09.907296,359.546ms,4.5597zl
2021-01-01 17:01:25.268183,778.194ms,4.5597zl
2021-01-01 17:01:42.047805,327.086ms,4.5597zl
2021-01-01 17:01:57.374967,370.006ms,4.5597zl
2021-01-01 17:02:12.745975,619.978ms,4.5597zl
2021-01-01 17:02:28.365967,324.848ms,4.5597zl
2021-01-01 17:02:43.692024,298.863ms,4.5597zl
2021-01-01 17:02:59.992065,265.022ms,4.5597zl
2021-01-01 17:03:15.258936,325.4ms,4.5597zl
2021-01-01 17:03:30.585633,422.088ms,4.5597zl
2021-01-01 17:03:46.008899,301.176ms,4.5597zl
2021-01-01 17:04:01.311344,536.592ms,4.5597zl
2021-01-01 17:04:17.848015,582.423ms,4.5597zl
2021-01-01 17:04:34.432240,264.603ms,4.5597zl
2021-01-01 17:04:49.698025,679.929ms,4.5597zl
2021-01-01 17:05:06.378972,687.652ms,4.5597zl
2021-01-01 17:05:23.068460,829.436ms,4.5597zl
2021-01-01 17:05:39.899787,429.082ms,4.5597zl
2021-01-01 17:05:55.329875,398.987ms,4.5597zl
2021-01-01 17:06:10.730624,336.831ms,4.5597zl
2021-01-01 17:06:26.069139,749.708ms,4.5597zl
2021-01-01 17:06:41.819867,770.647ms,4.5597zl
2021-01-01 17:06:58.591962,318.005ms,4.5597zl
2021-01-01 17:07:13.910705,427.526ms,4.5597zl
2021-01-01 17:07:29.339267,424.921ms,4.5597zl
2021-01-01 17:07:44.765973,406.018ms,4.5597zl
2021-01-01 17:08:00.173980,387.84ms,4.5597zl
2021-01-01 17:08:15.562841,294.261ms,4.5597zl
2021-01-01 17:08:30.860992,757.146ms,4.5597zl
2021-01-01 17:08:47.618350,345.864ms,4.5597zl
2021-01-01 17:09:02.965062,547.569ms,4.5597zl
2021-01-01 17:09:19.514486,279.008ms,4.5597zl
2021-01-01 17:09:34.794981,307.507ms,4.5597zl
2021-01-01 17:09:50.103055,314.95ms,4.5597zl
2021-01-01 17:10:05.419247,286.274ms,4.5597zl
2021-01-01 17:10:20.706969,864.131ms,4.5597zl
2021-01-01 17:10:36.572962,610.003ms,4.5597zl
2021-01-01 17:10:52.183966,338.92ms,4.5597zl
2021-01-01 17:11:07.523905,276.382ms,4.5597zl
2021-01-01 17:11:22.801946,350.804ms,4.5597zl
2021-01-01 17:11:38.155302,290.941ms,4.5597zl
2021-01-01 17:11:53.446967,437.843ms,4.5597zl
2021-01-01 17:12:08.886199,282.767ms,4.5597zl
2021-01-01 17:12:24.170111,535.877ms,4.5597zl
2021-01-01 17:12:39.707951,879.061ms,4.5597zl
2021-01-01 17:13:19.008941,351.94ms,4.5597zl
2021-01-01 17:13:34.361898,314.933ms,4.5597zl
2021-01-01 17:13:49.677969,273.999ms,4.5597zl
2021-01-01 17:14:04.952939,615.176ms,4.5597zl
2021-01-01 17:14:21.569905,297.076ms,4.5597zl
2021-01-01 17:14:36.869970,929.998ms,4.5597zl
2021-01-01 17:14:52.801382,324.74ms,4.5597zl
2021-01-01 17:15:08.127890,281.01ms,4.5597zl
2021-01-01 17:15:23.409939,677.064ms,4.5597zl
2021-01-01 17:15:40.088275,315.268ms,4.5597zl
2021-01-01 17:15:55.404549,270.823ms,4.5597zl
2021-01-01 17:16:11.677082,354.902ms,4.5597zl
2021-01-01 17:16:27.031998,378.142ms,4.5597zl
2021-01-01 17:16:42.412068,687.971ms,4.5597zl
2021-01-01 17:16:59.101919,696.046ms,4.5597zl
2021-01-01 17:17:15.799926,576.431ms,4.5597zl
2021-01-01 17:17:31.377763,297.198ms,4.5597zl
2021-01-01 17:17:46.676273,365.007ms,4.5597zl
2021-01-01 17:18:02.042941,61.639ms,4.5597zl
2021-01-01 17:18:20.105056,332.856ms,4.5597zl
2021-01-01 17:18:35.439416,336.732ms,4.5597zl
2021-01-01 17:18:50.777486,763.985ms,4.5597zl
2021-01-01 17:19:07.541965,310.999ms,4.5597zl
2021-01-01 17:19:22.854003,258.997ms,4.5597zl
2021-01-01 17:19:38.114534,281.765ms,4.5597zl
2021-01-01 17:19:53.397991,634.943ms,4.5597zl
2021-01-01 17:20:10.033817,345.825ms,4.5597zl
2021-01-01 17:20:25.381428,935.427ms,4.5597zl
2021-01-01 17:20:41.317985,299.988ms,4.5597zl
2021-01-01 17:20:56.619396,268.02ms,4.5597zl
2021-01-01 17:21:11.888893,827.074ms,4.5597zl
2021-01-01 17:21:28.717883,489.098ms,4.5597zl
2021-01-01 17:21:44.208012,495.809ms,4.5597zl
2021-01-01 17:21:59.704071,251.071ms,4.5597zl
2021-01-01 17:22:14.956998,424.259ms,4.5597zl
2021-01-01 17:22:30.382967,188.018ms,4.5597zl
2021-01-01 17:22:47.572538,392.511ms,4.5597zl
2021-01-01 17:23:02.967964,355.249ms,4.5597zl
2021-01-01 17:23:18.324974,281.001ms,4.5597zl
2021-01-01 17:23:33.607011,275.591ms,4.5597zl
2021-01-01 17:23:48.883873,579.903ms,4.5597zl
2021-01-01 17:24:05.465976,270.516ms,4.5597zl
2021-01-01 17:24:20.737267,690.71ms,4.5597zl
2021-01-01 17:24:36.429745,181.883ms,4.5597zl
2021-01-01 17:24:52.613644,331.222ms,4.5597zl
2021-01-01 17:25:07.946161,368.196ms,4.5597zl
2021-01-01 17:25:23.315973,648.773ms,4.5597zl
2021-01-01 17:25:39.965976,903.976ms,4.5597zl
2021-01-01 17:25:56.871433,334.541ms,4.5597zl
2021-01-01 17:26:12.206815,595.123ms,4.5597zl
2021-01-01 17:26:27.802945,590.058ms,4.5597zl
2021-01-01 17:26:44.394073,300.049ms,4.5597zl
2021-01-01 17:26:59.695127,891.222ms,4.5597zl
2021-01-01 17:27:16.588181,522.836ms,4.5597zl
2021-01-01 17:27:32.112587,366.386ms,4.5597zl
2021-01-01 17:27:47.480546,330.782ms,4.5597zl
2021-01-01 17:28:02.812352,740.316ms,4.5597zl
2021-01-01 17:28:19.553986,358.55ms,4.5597zl
2021-01-01 17:28:34.914024,414.954ms,4.5597zl
2021-01-01 17:28:50.330274,333.187ms,4.5597zl
2021-01-01 17:29:05.663963,741.403ms,4.5597zl
2021-01-01 17:29:22.405970,307.021ms,4.5597zl
2021-01-01 17:29:37.713048,934.567ms,4.5597zl
2021-01-01 17:29:54.649250,504.521ms,4.5597zl
2021-01-01 17:30:11.154011,355.775ms,4.5597zl
2021-01-01 17:30:27.510995,318.983ms,4.5597zl
2021-01-01 17:30:42.831973,295.279ms,4.5597zl
2021-01-01 17:30:58.128964,426.015ms,4.5597zl
2021-01-01 17:31:13.555978,283.389ms,4.5597zl
2021-01-01 17:31:28.840036,640.858ms,4.5597zl
2021-01-01 17:31:44.481969,281.997ms,4.5597zl
2021-01-01 17:31:59.764972,570.791ms,4.5597zl
2021-01-01 17:32:16.336649,84.339ms,4.5597zl
2021-01-01 17:32:33.421498,509.549ms,4.5597zl
2021-01-01 17:32:49.932890,699.117ms,4.5597zl
2021-01-01 17:33:06.633030,336.933ms,4.5597zl
2021-01-01 17:33:21.970472,187.635ms,4.5597zl
2021-01-01 17:33:38.159945,326.984ms,4.5597zl
2021-01-01 17:33:53.488228,567.767ms,4.5597zl
2021-01-01 17:34:10.057933,312.514ms,4.5597zl
2021-01-01 17:34:25.372086,380.898ms,4.5597zl
2021-01-01 17:34:41.752987,260.498ms,4.5597zl
2021-01-01 17:34:57.014494,383.472ms,4.5597zl
2021-01-01 17:35:12.399556,313.375ms,4.5597zl
2021-01-01 17:35:27.714668,314.302ms,4.5597zl
2021-01-01 17:35:43.030895,190.094ms,4.5597zl
2021-01-01 17:35:59.222630,453.215ms,4.5597zl
2021-01-01 17:36:14.676962,827.004ms,4.5597zl
2021-01-01 17:36:31.504981,397.811ms,4.5597zl
2021-01-01 17:36:46.904005,341.011ms,4.5597zl
2021-01-01 17:37:02.246116,293.835ms,4.5597zl
2021-01-01 17:37:17.540973,746.069ms,4.5597zl
2021-01-01 17:37:33.287210,349.801ms,4.5597zl
2021-01-01 17:37:48.638978,722.22ms,4.5597zl
2021-01-01 17:38:05.363091,385.606ms,4.5597zl
2021-01-01 17:38:20.750252,359.006ms,4.5597zl
2021-01-01 17:38:36.110969,353.996ms,4.5597zl
2021-01-01 17:38:51.466740,305.151ms,4.5597zl
2021-01-01 17:39:06.772965,806.994ms,4.5597zl
2021-01-01 17:39:23.581042,336.634ms,4.5597zl
2021-01-01 17:39:38.919976,927.996ms,4.5597zl
2021-01-01 17:39:55.848978,347.095ms,4.5597zl
2021-01-01 17:40:11.197991,413.004ms,4.5597zl
2021-01-01 17:40:26.612396,436.647ms,4.5597zl
2021-01-01 17:40:42.050968,308.113ms,4.5597zl
2021-01-01 17:40:57.360972,489.387ms,4.5597zl
2021-01-01 17:41:12.852024,785.474ms,4.5597zl
2021-01-01 17:41:29.638974,421.994ms,4.5597zl
2021-01-01 17:41:45.061972,354.004ms,4.5597zl
2021-01-01 17:42:00.417531,250.444ms,4.5597zl
2021-01-01 17:42:16.669786,403.405ms,4.5597zl
2021-01-01 17:42:32.073663,705.43ms,4.5597zl
2021-01-01 17:42:47.780718,325.181ms,4.5597zl
2021-01-01 17:43:03.106979,936.624ms,4.5597zl
2021-01-01 17:43:19.045490,345.526ms,4.5597zl
2021-01-01 17:43:34.392115,448.801ms,4.5597zl
2021-01-01 17:43:49.842363,558.871ms,4.5597zl
2021-01-01 17:44:06.402479,375.045ms,4.5597zl
2021-01-01 17:44:21.778844,583.073ms,4.5597zl
2021-01-01 17:44:38.362818,420.99ms,4.5597zl
2021-01-01 17:44:53.783971,311.874ms,4.5597zl
2021-01-01 17:45:09.096991,693.056ms,4.5597zl
2021-01-01 17:45:25.792978,745.863ms,4.5597zl
2021-01-01 17:45:42.539934,294.606ms,4.5597zl
2021-01-01 17:45:57.836128,629.876ms,4.5597zl
2021-01-01 17:46:14.467672,757.369ms,4.5597zl
2021-01-01 17:46:31.226635,743.878ms,4.5597zl
2021-01-01 17:46:47.970916,46.578ms,4.5597zl
2021-01-01 17:47:05.019087,680.886ms,4.5597zl
2021-01-01 17:47:21.701619,614.259ms,4.5597zl
2021-01-01 17:47:38.317390,741.091ms,4.5597zl
2021-01-01 17:47:54.058867,732.609ms,4.5597zl
2021-01-01 17:48:10.792496,667.472ms,4.5597zl
2021-01-01 17:48:27.459972,839.018ms,4.5597zl
2021-01-01 17:48:44.300020,15.915ms,4.5597zl
2021-01-01 17:49:01.317002,901.046ms,4.5597zl
2021-01-01 17:49:18.219990,165.776ms,4.5597zl
2021-01-01 17:49:35.387337,399.63ms,4.5597zl
2021-01-01 17:49:50.787979,714.09ms,4.5597zl
2021-01-01 17:50:07.503069,839.923ms,4.5597zl
2021-01-01 17:50:24.344255,770.736ms,4.5597zl
2021-01-01 17:50:41.116462,854.298ms,4.5597zl
2021-01-01 17:50:57.972114,842.339ms,4.5597zl
2021-01-01 17:51:14.816118,319.941ms,4.5597zl
2021-01-01 17:51:30.138017,801.99ms,4.5597zl
2021-01-01 17:51:46.940587,605.52ms,4.5597zl
2021-01-01 17:52:03.547400,665.518ms,4.5597zl
2021-01-01 17:52:19.213945,692.166ms,4.5597zl
2021-01-01 17:52:35.907987,652.021ms,4.5597zl
2021-01-01 17:52:52.561013,593.901ms,4.5597zl
2021-01-01 17:53:09.156640,746.337ms,4.5597zl
2021-01-01 17:53:25.904019,22.776ms,4.5597zl
2021-01-01 17:53:41.927846,835.824ms,4.5597zl
2021-01-01 17:53:58.764277,411.356ms,4.5597zl
2021-01-01 17:54:14.175651,360.554ms,4.5597zl
2021-01-01 17:54:29.538177,958.468ms,4.5597zl
2021-01-01 17:54:46.498171,973.72ms,4.5597zl
2021-01-01 17:55:03.472021,383.733ms,4.5597zl
2021-01-01 17:55:18.856956,290.025ms,4.5597zl
2021-01-01 17:55:34.147993,697.159ms,4.5597zl
2021-01-01 17:55:50.847025,310.946ms,4.5597zl
2021-01-01 17:56:07.159865,380.034ms,4.5597zl
2021-01-01 17:56:22.541349,347.698ms,4.5597zl
2021-01-01 17:56:37.890927,547.045ms,4.5597zl
2021-01-01 17:56:53.439760,366.029ms,4.5597zl
2021-01-01 17:57:08.807477,461.492ms,4.5597zl
2021-01-01 17:57:24.270151,732.876ms,4.5597zl
2021-01-01 17:57:41.003402,336.591ms,4.5597zl
2021-01-01 17:57:56.341161,753.072ms,4.5597zl
2021-01-01 17:58:12.095250,580.848ms,4.5597zl
2021-01-01 17:58:28.677192,644.659ms,4.5597zl
2021-01-01 17:58:45.322970,331.001ms,4.5597zl
2021-01-01 17:59:00.655802,330.188ms,4.5597zl
2021-01-01 17:59:15.987037,594.364ms,4.5597zl
2021-01-01 17:59:31.582453,371.562ms,4.5597zl
2021-01-01 17:59:46.955981,835.996ms,4.5597zl
2021-01-01 18:00:03.793936,381.013ms,4.5597zl
2021-01-01 18:00:19.176124,308.004ms,4.5597zl
2021-01-01 18:00:34.485468,403.502ms,4.5597zl
2021-01-01 18:00:49.889970,366.073ms,4.5597zl
2021-01-01 18:01:05.257828,306.009ms,4.5597zl
2021-01-01 18:01:20.565104,299.873ms,4.5597zl
2021-01-01 18:01:35.866610,403.204ms,4.5597zl
2021-01-01 18:01:51.270916,377.318ms,4.5597zl
2021-01-01 18:02:07.649358,579.715ms,4.5597zl
2021-01-01 18:02:24.231050,396.517ms,4.5597zl
2021-01-01 18:02:39.629048,578.935ms,4.5597zl
2021-01-01 18:02:56.208992,852.001ms,4.5597zl
2021-01-01 18:03:13.062861,676.311ms,4.5597zl
2021-01-01 18:03:29.740941,129.52ms,4.5597zl
2021-01-01 18:03:45.872347,615.555ms,4.5597zl
2021-01-01 18:04:02.488000,299.966ms,4.5597zl
2021-01-01 18:04:17.789926,350.983ms,4.5597zl
2021-01-01 18:04:33.142732,337.288ms,4.5597zl
2021-01-01 18:04:48.481272,537.711ms,4.5597zl
2021-01-01 18:05:05.019989,462.57ms,4.5597zl
2021-01-01 18:05:20.484004,360.976ms,4.5597zl
2021-01-01 18:05:35.845574,525.261ms,4.5597zl
2021-01-01 18:05:51.371849,377.877ms,4.5597zl
2021-01-01 18:06:06.751434,632.419ms,4.5597zl
2021-01-01 18:06:23.385171,708.317ms,4.5597zl
2021-01-01 18:06:40.095451,550.569ms,4.5597zl
2021-01-01 18:06:55.647964,378.687ms,4.5597zl
2021-01-01 18:07:11.027990,395.255ms,4.5597zl
2021-01-01 18:07:26.423264,707.706ms,4.5597zl
2021-01-01 18:07:43.132949,316.012ms,4.5597zl
2021-01-01 18:07:58.449979,370.374ms,4.5597zl
2021-01-01 18:08:13.820357,949.623ms,4.5597zl
2021-01-01 18:08:30.771967,411.958ms,4.5597zl
2021-01-01 18:08:46.184336,711.237ms,4.5597zl
2021-01-01 18:09:02.896977,939.985ms,4.5597zl
2021-01-01 18:09:19.838190,324.99ms,4.5597zl
2021-01-01 18:09:35.164208,446.08ms,4.5597zl
2021-01-01 18:09:50.611020,406.818ms,4.5597zl
2021-01-01 18:10:06.019744,531.426ms,4.5597zl
2021-01-01 18:10:22.552178,718.809ms,4.5597zl
2021-01-01 18:10:38.272941,994.016ms,4.5597zl
2021-01-01 18:10:54.267988,327.061ms,4.5597zl
2021-01-01 18:11:09.596179,492.747ms,4.5597zl
2021-01-01 18:11:25.089946,429.048ms,4.5597zl
2021-01-01 18:11:40.520976,370.962ms,4.5597zl
2021-01-01 18:11:55.893515,620.458ms,4.5597zl
2021-01-01 18:12:11.515934,731.949ms,4.5597zl
2021-01-01 18:12:29.249141,315.237ms,4.5597zl
2021-01-01 18:12:44.565986,380.835ms,4.5597zl
2021-01-01 18:13:18.652781,425.521ms,4.5597zl
2021-01-01 18:13:34.080151,650.179ms,4.5597zl
2021-01-01 18:13:49.731557,335.093ms,4.5597zl
2021-01-01 18:14:05.067748,461.243ms,4.5597zl
2021-01-01 18:14:20.530968,343.999ms,4.5597zl
2021-01-01 18:14:35.876694,655.554ms,4.5597zl
2021-01-01 18:14:52.533681,514.308ms,4.5597zl
2021-01-01 18:15:08.049923,516.741ms,4.5597zl
2021-01-01 18:15:23.568861,628.594ms,4.5597zl
2021-01-01 18:15:39.199451,847.523ms,4.5597zl
2021-01-01 18:15:56.047628,714.531ms,4.5597zl
2021-01-01 18:16:12.763165,573.261ms,4.5597zl
2021-01-01 18:16:29.337966,528.03ms,4.5597zl
2021-01-01 18:16:44.867928,749.869ms,4.5597zl
2021-01-01 18:17:00.617911,491.841ms,4.5597zl
2021-01-01 18:17:16.110814,285.273ms,4.5597zl
2021-01-01 18:17:31.397216,309.889ms,4.5597zl
2021-01-01 18:17:46.709969,542.676ms,4.5597zl
2021-01-01 18:18:02.253664,204.054ms,4.5597zl
2021-01-01 18:18:19.459242,242.007ms,4.5597zl
2021-01-01 18:18:34.702268,648.194ms,4.5597zl
2021-01-01 18:18:51.350979,353.725ms,4.5597zl
2021-01-01 18:19:06.706635,253.773ms,4.5597zl
2021-01-01 18:19:21.961997,295.641ms,4.5597zl
2021-01-01 18:19:37.257643,334.188ms,4.5597zl
2021-01-01 18:19:52.592962,337.454ms,4.5597zl
2021-01-01 18:20:07.931990,580.98ms,4.5597zl
2021-01-01 18:20:23.514142,648.731ms,4.5597zl
2021-01-01 18:20:40.164244,333.205ms,4.5597zl
2021-01-01 18:20:55.498480,420.503ms,4.5597zl
2021-01-01 18:21:10.919914,181.923ms,4.5597zl
2021-01-01 18:21:28.102849,325.003ms,4.5597zl
2021-01-01 18:21:43.427887,714.019ms,4.5597zl
2021-01-01 18:22:00.142911,412.166ms,4.5597zl
2021-01-01 18:22:16.556906,902.265ms,4.5597zl
2021-01-01 18:22:33.460188,302.787ms,4.5597zl
2021-01-01 18:22:48.764522,117.445ms,4.5597zl
2021-01-01 18:23:04.883003,147.885ms,4.5597zl
2021-01-01 18:23:22.031734,549.764ms,4.5597zl
2021-01-01 18:23:38.583261,312.938ms,4.5597zl
2021-01-01 18:23:53.896962,770.016ms,4.5597zl
2021-01-01 18:24:09.668669,275.393ms,4.5597zl
2021-01-01 18:24:24.944079,565.9ms,4.5597zl
2021-01-01 18:24:41.510984,359.201ms,4.5597zl
2021-01-01 18:24:56.870889,320.671ms,4.5597zl
2021-01-01 18:25:12.191958,359.079ms,4.5597zl
2021-01-01 18:25:27.551778,861.19ms,4.5597zl
2021-01-01 18:25:43.414960,415.927ms,4.5597zl
2021-01-01 18:25:59.832464,256.205ms,4.5597zl
2021-01-01 18:26:15.089325,406.819ms,4.5597zl
2021-01-01 18:26:30.497836,315.761ms,4.5597zl
2021-01-01 18:26:45.815530,340.97ms,4.5597zl
2021-01-01 18:27:01.158494,404.549ms,4.5597zl
2021-01-01 18:27:16.564198,435.519ms,4.5597zl
2021-01-01 18:27:32.000998,287.98ms,4.5597zl
2021-01-01 18:27:47.290532,455.453ms,4.5597zl
2021-01-01 18:28:02.747963,330.002ms,4.5597zl
2021-01-01 18:28:18.078966,600.271ms,4.5597zl
2021-01-01 18:28:34.680257,337.479ms,4.5597zl
2021-01-01 18:28:50.018758,301.206ms,4.5597zl
2021-01-01 18:29:05.321116,424.692ms,4.5597zl
2021-01-01 18:29:20.747000,312.284ms,4.5597zl
2021-01-01 18:29:36.062185,420.922ms,4.5597zl
2021-01-01 18:29:51.484493,683.255ms,4.5597zl
2021-01-01 18:30:08.168821,607.832ms,4.5597zl
2021-01-01 18:30:24.778050,354.02ms,4.5597zl
2021-01-01 18:30:40.134993,250.132ms,4.5597zl
2021-01-01 18:30:55.386399,342.378ms,4.5597zl
2021-01-01 18:31:10.730548,592.87ms,4.5597zl
2021-01-01 18:31:27.325061,251.938ms,4.5597zl
2021-01-01 18:31:42.578944,285.842ms,4.5597zl
2021-01-01 18:31:57.865943,569.225ms,4.5597zl
2021-01-01 18:32:14.437152,324.153ms,4.5597zl
2021-01-01 18:32:29.762925,934.993ms,4.5597zl
2021-01-01 18:32:46.699032,662.142ms,4.5597zl
2021-01-01 18:33:03.362848,277.374ms,4.5597zl
2021-01-01 18:33:18.641900,315.009ms,4.5597zl
2021-01-01 18:33:33.958573,256.297ms,4.5597zl
2021-01-01 18:33:49.215001,340.12ms,4.5597zl
2021-01-01 18:34:05.555972,310.068ms,4.5597zl
2021-01-01 18:34:20.868027,751.918ms,4.5597zl
2021-01-01 18:34:37.621178,882.066ms,4.5597zl
2021-01-01 18:34:54.504909,804.605ms,4.5597zl
2021-01-01 18:35:11.311050,589.44ms,4.5597zl
2021-01-01 18:35:27.901498,437.471ms,4.5597zl
2021-01-01 18:35:43.340362,406.516ms,4.5597zl
2021-01-01 18:35:58.747969,594.373ms,4.5597zl
2021-01-01 18:36:15.343745,487.244ms,4.5597zl
2021-01-01 18:36:30.831333,248.669ms,4.5597zl
2021-01-01 18:36:46.080998,632.383ms,4.5597zl
2021-01-01 18:37:02.715059,470.276ms,4.5597zl
2021-01-01 18:37:18.187234,336.768ms,4.5597zl
2021-01-01 18:37:33.525007,682.609ms,4.5597zl
2021-01-01 18:37:50.209016,353.005ms,4.5597zl
2021-01-01 18:38:05.563262,449.715ms,4.5597zl
2021-01-01 18:38:21.013991,701.945ms,4.5597zl
2021-01-01 18:38:37.717900,512.24ms,4.5597zl
2021-01-01 18:38:53.231091,346.403ms,4.5597zl
2021-01-01 18:39:08.579225,736.769ms,4.5597zl
2021-01-01 18:39:25.317688,280.275ms,4.5597zl
2021-01-01 18:39:40.599284,570.588ms,4.5597zl
2021-01-01 18:39:57.170989,568.574ms,4.5597zl
2021-01-01 18:40:13.741086,208.141ms,4.5597zl
2021-01-01 18:40:29.950991,451.264ms,4.5597zl
2021-01-01 18:40:46.403283,876.61ms,4.5597zl
2021-01-01 18:41:03.280236,317.154ms,4.5597zl
2021-01-01 18:41:18.599290,293.637ms,4.5597zl
2021-01-01 18:41:33.894669,649.896ms,4.5597zl
2021-01-01 18:41:50.544964,911.049ms,4.5597zl
2021-01-01 18:42:07.456175,357.952ms,4.5597zl
2021-01-01 18:42:22.815976,261.596ms,4.5597zl
2021-01-01 18:42:38.078739,267.251ms,4.5597zl
2021-01-01 18:42:53.347688,302.178ms,4.5597zl
2021-01-01 18:43:08.651648,259.508ms,4.5597zl
2021-01-01 18:43:23.912961,313.081ms,4.5597zl
2021-01-01 18:43:39.227336,515.645ms,4.5597zl
2021-01-01 18:43:55.743838,271.507ms,4.5597zl
2021-01-01 18:44:11.016529,521.486ms,4.5597zl
2021-01-01 18:44:27.539521,530.906ms,4.5597zl
2021-01-01 18:44:44.071934,280.637ms,4.5597zl
2021-01-01 18:44:59.353662,378.277ms,4.5597zl
2021-01-01 18:45:14.733011,301.91ms,4.5597zl
2021-01-01 18:45:30.036044,293.924ms,4.5597zl
2021-01-01 18:45:45.331947,470.552ms,4.5597zl
2021-01-01 18:46:00.803711,92.336ms,4.5597zl
2021-01-01 18:46:16.897098,27.473ms,4.5597zl
